DATE,Open,High,Low,Close,Adj Close,Volume,rate,CW5,CW5U,CW5D,CW5N,CW8,CW8U,CW8D,CW8N,CW10,CW10U,CW10D,CW10N,CW4,CW4U,CW4D,CW4N,OHrate,HM4UP,HM8UP,HM10UP,Olrate,LM4DN,LM8DN,LM10DN
2008-12-01,1132.869995,1228.560059,1085.719971,1162.109985,1162.109985,7222400,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.084466942,1,1,0,-0.041619978,1,0,0
2009-01-01,1145.869995,1227.72998,1036.670044,1063.030029,1063.030029,10345600,-0.085258674,-1,0,1,0,-1,0,1,0,0,0,0,1,-1,0,1,0,0.071439156,1,0,0,-0.095298726,1,1,0
2009-02-01,1044.280029,1256.699951,992.690002,1206.26001,1206.26001,11485200,0.134737474,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.203412797,1,1,1,-0.049402484,1,0,0
2009-03-01,1214.060059,1377.819946,1201.709961,1369.359985,1369.359985,16097400,0.135211292,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.13488615,1,1,1,-0.010172559,0,0,0
2009-04-01,1386.02002,1436.920044,1315.209961,1395.890015,1395.890015,13548600,0.019374036,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.036723874,0,0,0,-0.051088771,1,0,0
2009-05-01,1394.920044,1437.76001,1350.310059,1390.069946,1390.069946,10956200,-0.004169432,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.030711413,0,0,0,-0.031980317,0,0,0
2009-06-01,1386.329956,1559.069946,1377.599976,1557.290039,1557.290039,10618400,0.120296172,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.124602364,1,1,1,-0.006297188,0,0,0
2009-07-01,1561.939941,1616.290039,1530.650024,1591.849976,1591.849976,10723400,0.022192357,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.034796535,0,0,0,-0.020032727,0,0,0
2009-08-01,1592.290039,1723.170044,1583.109985,1673.140015,1673.140015,10543400,0.051066395,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.082196083,1,1,0,-0.005765315,0,0,0
2009-09-01,1680.459961,1685.01001,1564.410034,1580.689941,1580.689941,7676200,-0.055255432,-1,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,0,0.002707621,0,0,0,-0.06905843,1,0,0
2009-10-01,1543.23999,1630.410034,1519.400024,1555.599976,1555.599976,5595600,-0.015872793,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.056485086,1,0,0,-0.015447997,0,0,0
2009-11-01,1550.349976,1695.329956,1541.089966,1682.77002,1682.77002,7338600,0.081749837,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0.093514356,1,1,0,-0.005972851,0,0,0
2009-12-01,1681.709961,1723.219971,1595.390015,1602.430054,1602.430054,9179800,-0.047742689,0,0,0,1,0,0,0,1,0,0,0,1,-1,0,1,0,0.024683216,0,0,0,-0.051328676,1,0,0
2010-01-01,1603.869995,1631.709961,1548.780029,1594.579956,1594.579956,7208400,-0.004898871,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.017357994,0,0,0,-0.034348149,0,0,0
2010-02-01,1612.430054,1705.569946,1608.969971,1692.849976,1692.849976,9177000,0.061627527,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.057763679,1,0,0,-0.002145881,0,0,0
2010-03-01,1695.300049,1757.76001,1695.300049,1741.560059,1741.560059,9276800,0.028774011,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.036843013,0,0,0,0,0,0,0
2010-04-01,1735.680054,1740.150024,1532.680054,1641.25,1641.25,7554400,-0.057597818,-1,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,0,0.002575342,0,0,0,-0.116957039,1,1,1
2010-05-01,1634.550049,1741.47998,1618.569946,1698.290039,1698.290039,6700800,0.034754022,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.065418573,1,0,0,-0.009776454,0,0,0
2010-06-01,1687,1778.719971,1650.300049,1759.329956,1759.329956,8028400,0.035941986,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.054368685,1,0,0,-0.021754565,0,0,0
2010-07-01,1771.380005,1797.420044,1716.859985,1742.75,1742.75,7271800,-0.009424017,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.014700425,0,0,0,-0.030778274,0,0,0
2010-08-01,1751.959961,1873.790039,1748.300049,1872.810059,1872.810059,6299600,0.074629212,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.069539305,1,0,0,-0.002089039,0,0,0
2010-09-01,1872.390015,1924.609985,1837.079956,1882.949951,1882.949951,7760200,0.005414266,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.027889473,0,0,0,-0.018858282,0,0,0
2010-10-01,1889.569946,1976.459961,1875.339966,1904.630005,1904.630005,7287000,0.011513877,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.045984016,1,0,0,-0.007530804,0,0,0
2010-11-01,1907.699951,2052.969971,1904.709961,2051,2051,8711800,0.076849569,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.076149302,1,0,0,-0.001567327,0,0,0
2010-12-01,2063.689941,2121.060059,2054.830078,2069.72998,2069.72998,8110600,0.009132121,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.027799776,0,0,0,-0.004293214,0,0,0
2011-01-01,2079.919922,2107.830078,1935.930054,1939.300049,1939.300049,5079800,-0.063017849,-1,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,0,0.013418861,0,0,0,-0.069228563,1,0,0
2011-02-01,1922.380005,2106.73999,1882.089966,2106.699951,2106.699951,6618600,0.086319753,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0.095901947,1,1,0,-0.020958416,0,0,0
2011-03-01,2107.669922,2231.469971,2081.97998,2192.360107,2192.360107,7719600,0.040660824,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.058737873,1,0,0,-0.012188788,0,0,0
2011-04-01,2203.090088,2229.090088,2030.680054,2142.469971,2142.469971,6219800,-0.02275636,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.011801605,0,0,0,-0.078258277,1,0,0
2011-05-01,2142.669922,2152.949951,2008.839966,2100.689941,2100.689941,5473000,-0.019500871,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.004797766,0,0,0,-0.062459437,1,0,0
2011-06-01,2120.030029,2192.830078,2105.23999,2133.209961,2133.209961,6595200,0.015480638,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.034339159,0,0,0,-0.006976335,0,0,0
2011-07-01,2160.090088,2173.280029,1684.680054,1880.109985,1880.109985,9609800,-0.118647475,-1,0,1,0,-1,0,1,0,-1,0,1,0,-1,0,1,0,0.006106199,0,0,0,-0.220088059,1,1,1
2011-08-01,1887.209961,1928.400024,1644.109985,1769.650024,1769.650024,7688800,-0.058751861,-1,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,0,0.021825904,0,0,0,-0.128814483,1,1,1
2011-09-01,1683.939941,1963.73999,1658.060059,1909.030029,1909.030029,7332800,0.078761339,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.166157974,1,1,1,-0.015368649,0,0,0
2011-10-01,1891.219971,1932.949951,1766.72998,1847.51001,1847.51001,7830000,-0.0322258,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.022065112,0,0,0,-0.065825231,1,0,0
2011-11-01,1911.5,1929.180054,1750.599976,1825.73999,1825.73999,9119200,-0.011783438,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.009249309,0,0,0,-0.084174744,1,1,0
2011-12-01,1831.689941,1973.349976,1810.47998,1955.790039,1955.790039,8596400,0.071231418,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.077338436,1,0,0,-0.011579449,0,0,0
2012-01-01,1948.569946,2047.430054,1947.459961,2030.25,2030.25,13202000,0.038071551,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.050734698,1,0,0,-0.000569641,0,0,0
2012-02-01,2041.52002,2057.280029,1966.689941,2014.040039,2014.040039,10434800,-0.007984219,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.007719743,0,0,0,-0.0366541,0,0,0
2012-03-01,2022.420044,2051.800049,1954.01001,1981.98999,1981.98999,10648000,-0.015913313,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.014527153,0,0,0,-0.033825829,0,0,0
2012-04-01,1994.170044,2001.109985,1779.469971,1843.469971,1843.469971,10022200,-0.069889364,-1,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,0,0.003480115,0,0,0,-0.107663874,1,1,1
2012-05-01,1832.079956,1908.189941,1776.849976,1854.01001,1854.01001,7462400,0.0057175,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.041542939,1,0,0,-0.030146053,0,0,0
2012-06-01,1864.72998,1896.829956,1758.98999,1881.98999,1881.98999,8280400,0.015091601,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.017214276,0,0,0,-0.056705256,1,0,0
2012-07-01,1870.579956,1964.069946,1843.869995,1905.119995,1905.119995,9803200,0.012290185,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.049979147,1,0,0,-0.014278973,0,0,0
2012-08-01,1909.060059,2012.73999,1873.48999,1996.209961,1996.209961,15066400,0.047813243,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.054309413,1,0,0,-0.018632242,0,0,0
2012-09-01,1998.52002,2007.839966,1884.77002,1912.060059,1912.060059,10137000,-0.042154835,0,0,0,1,0,0,0,1,0,0,0,1,-1,0,1,0,0.004663424,0,0,0,-0.056917118,1,0,0
2012-10-01,1903.569946,1941.839966,1856.810059,1932.900024,1932.900024,9848600,0.010899221,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.020104341,0,0,0,-0.024564312,0,0,0
2012-11-01,1937.280029,2006.079956,1928.089966,1997.050049,1997.050049,7146600,0.033188486,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.035513672,0,0,0,-0.004743797,0,0,0
2012-12-01,2013.73999,2042.47998,1930.369995,1961.939941,1961.939941,10904400,-0.017580986,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.014271947,0,0,0,-0.041400576,1,0,0
2013-01-01,1964.75,2030.849976,1928.75,2026.48999,2026.48999,7307200,0.032901134,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.033642945,0,0,0,-0.018322942,0,0,0
2013-02-01,2028.550049,2033.890015,1946.050049,2004.890015,2004.890015,6856000,-0.010658812,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.002632405,0,0,0,-0.040669443,1,0,0
2013-03-01,2009.939941,2010.150024,1888.300049,1963.949951,1963.949951,7694400,-0.020420105,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.000104522,0,0,0,-0.060519168,1,0,0
2013-04-01,1961.670044,2013.290039,1935.569946,2001.050049,2001.050049,6587000,0.018890552,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.026314311,0,0,0,-0.01330504,0,0,0
2013-05-01,1993.109985,2000.560059,1770.530029,1863.319946,1863.319946,5605600,-0.068828915,-1,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,0,0.003737914,0,0,0,-0.111674698,1,1,1
2013-06-01,1851.569946,1920.599976,1809.719971,1914.030029,1914.030029,7604000,0.027214909,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.037281892,0,0,0,-0.022602427,0,0,0
2013-07-01,1916.560059,1939.280029,1838.52002,1926.359985,1926.359985,7040100,0.006441882,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.011854557,0,0,0,-0.040718807,1,0,0
2013-08-01,1925.319946,2018.02002,1921.01001,1996.959961,1996.959961,5085300,0.03664942,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.04814788,1,0,0,-0.002238556,0,0,0
2013-09-01,1997.619995,2063.280029,1981.209961,2030.089966,2030.089966,5704900,0.01659022,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.032869131,0,0,0,-0.008214793,0,0,0
2013-10-01,2037.25,2050.699951,1963.420044,2044.869995,2044.869995,6103900,0.00728048,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.006602013,0,0,0,-0.036240008,0,0,0
2013-11-01,2050.449951,2052.879883,1947.439941,2011.339966,2011.339966,4603600,-0.016397145,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.001185073,0,0,0,-0.050237759,1,0,0
2013-12-01,2013.109985,2013.890015,1899.76001,1941.150024,1941.150024,4815400,-0.034897105,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.000387475,0,0,0,-0.056305903,1,0,0
2014-01-01,1930.089966,1981.150024,1885.530029,1979.98999,1979.98999,4482200,0.02000874,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.026454755,0,0,0,-0.023086974,0,0,0
2014-02-01,1967.900024,1989.800049,1913.640015,1985.609985,1985.609985,4720700,0.002838396,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.011128627,0,0,0,-0.027572543,0,0,0
2014-03-01,1983.780029,2013.089966,1955.150024,1961.790039,1961.790039,4483900,-0.011996286,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.014774792,0,0,0,-0.014432046,0,0,0
2014-04-01,1966.290039,2022.589966,1934.719971,1994.959961,1994.959961,4285500,0.016907988,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.028632565,0,0,0,-0.016055652,0,0,0
2014-05-01,1998.810059,2016.780029,1965.119995,2002.209961,2002.209961,4602000,0.003634158,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.008990334,0,0,0,-0.01685506,0,0,0
2014-06-01,1993.290039,2093.080078,1985.530029,2076.120117,2076.120117,6982900,0.036914288,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.05006298,1,0,0,-0.003893066,0,0,0
2014-07-01,2063.709961,2088.860107,2026.560059,2068.540039,2068.540039,6081500,-0.003651079,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.012186861,0,0,0,-0.018001513,0,0,0
2014-08-01,2067.800049,2072.590088,2007.300049,2020.089966,2020.089966,6542100,-0.023422352,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.00231649,0,0,0,-0.029258148,0,0,0
2014-09-01,2013.469971,2013.469971,1896.540039,1964.430054,1964.430054,7389300,-0.027553185,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.05807384,1,0,0
2014-10-01,1959.660034,1994.819946,1923.050049,1980.780029,1980.780029,6001200,0.008323012,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.017941843,0,0,0,-0.018681804,0,0,0
2014-11-01,1971.949951,1990.040039,1897.5,1915.589966,1915.589966,5525200,-0.032911309,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.009173705,0,0,0,-0.037754483,0,0,0
2014-12-01,1914.23999,1964.130005,1876.27002,1949.26001,1949.26001,6845600,0.017576853,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.026062571,0,0,0,-0.019835533,0,0,0
2015-01-01,1947.910034,1993.430054,1932.75,1985.800049,1985.800049,5913300,0.018745595,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.023368646,0,0,0,-0.007782718,0,0,0
2015-02-01,1996.719971,2047.130005,1969.130005,2041.030029,2041.030029,8511800,0.027812458,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.025246421,0,0,0,-0.013817644,0,0,0
2015-03-01,2035.400024,2189.540039,2024.640015,2127.169922,2127.169922,11582800,0.042204128,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.075729593,1,0,0,-0.005286435,0,0,0
2015-04-01,2134.939941,2148.699951,2067.98999,2114.800049,2114.800049,7388600,-0.005815179,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.006445151,0,0,0,-0.031359173,0,0,0
2015-05-01,2110.120117,2110.879883,2008.459961,2074.199951,2074.199951,9174900,-0.019198079,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.000360058,0,0,0,-0.048177426,1,0,0
2015-06-01,2077.27002,2110.810059,1983.780029,2030.160034,2030.160034,13372100,-0.021232243,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.01614621,0,0,0,-0.045006181,1,0,0
2015-07-01,2026.25,2038.410034,1800.75,1941.48999,1941.48999,8369000,-0.043676381,0,0,0,1,0,0,0,1,0,0,0,1,-1,0,1,0,0.006001251,0,0,0,-0.111289328,1,1,1
2015-08-01,1934.439941,1996.469971,1868.47998,1962.810059,1962.810059,10051700,0.010981292,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.032066144,0,0,0,-0.034097704,0,0,0
2015-09-01,1963.550049,2064.719971,1958.630005,2029.469971,2029.469971,13186400,0.033961469,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.051523984,1,0,0,-0.002505688,0,0,0
2015-10-01,2033.150024,2056.120117,1942.849976,1991.969971,1991.969971,8998800,-0.018477731,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.011297786,0,0,0,-0.044413864,1,0,0
2015-11-01,2001.51001,2026.329956,1919.219971,1961.310059,1961.310059,9508000,-0.015391754,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.01240061,0,0,0,-0.041113978,1,0,0
2015-12-01,1954.469971,1954.52002,1830.060059,1912.060059,1912.060059,7301400,-0.025110767,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2.56E-05,0,0,0,-0.063654041,1,0,0
2016-01-01,1919.619995,1929.530029,1817.969971,1916.660034,1916.660034,6189400,0.002405769,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.005162498,0,0,0,-0.052953201,1,0,0
2016-02-01,1944.27002,2009.099976,1935.550049,1995.849976,1995.849976,7284100,0.041316634,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.033344111,0,0,0,-0.004484959,0,0,0
2016-03-01,1994.77002,2023.77002,1954.109985,1994.150024,1994.150024,7973500,-0.000851743,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.014538017,0,0,0,-0.02038332,0,0,0
2016-04-01,1991.839966,1991.839966,1937.670044,1983.400024,1983.400024,9650600,-0.005390768,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.027195921,0,0,0
2016-05-01,1976.869995,2035.27002,1892.75,1970.349976,1970.349976,9815300,-0.006579635,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.029541662,0,0,0,-0.042552113,1,0,0
2016-06-01,1977.359985,2030.689941,1944.329956,2016.189941,2016.189941,8068000,0.023264885,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.026970282,0,0,0,-0.016704105,0,0,0
2016-07-01,2024.709961,2063.090088,1993,2034.650024,2034.650024,7805400,0.009155925,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.018955864,0,0,0,-0.015661483,0,0,0
2016-08-01,2022.959961,2073.889893,1991.469971,2043.630005,2043.630005,8851700,0.004413526,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.025175947,0,0,0,-0.015566294,0,0,0
2016-09-01,2056.939941,2070.429932,2002.290039,2008.189941,2008.189941,6637000,-0.017341722,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.006558281,0,0,0,-0.026568545,0,0,0
2016-10-01,2003.410034,2015.22998,1931.069946,1983.47998,1983.47998,6610700,-0.012304594,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.005899914,0,0,0,-0.036108478,0,0,0
2016-11-01,1987.47998,2053.459961,1960.650024,2026.459961,2026.459961,5669300,0.021668976,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.033197809,0,0,0,-0.013499485,0,0,0
2016-12-01,2034.310059,2091.02002,2028.469971,2067.570068,2067.570068,8195900,0.020286661,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.027876754,0,0,0,-0.002870795,0,0,0
2017-01-01,2075.310059,2108.98999,2052.290039,2091.639893,2091.639893,7128900,0.011641601,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.016228867,0,0,0,-0.011092328,0,0,0
2017-02-01,2105.189941,2182.419922,2067.679932,2160.22998,2160.22998,8869800,0.032792493,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.036685517,0,0,0,-0.017817874,0,0,0
2017-03-01,2166.040039,2217.040039,2117.820068,2205.439941,2205.439941,7345700,0.020928309,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.023545271,0,0,0,-0.02226181,0,0,0
2017-04-01,2213.610107,2371.669922,2212.870117,2347.379883,2347.379883,7028200,0.064359015,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.071403638,1,0,0,-0.000334291,0,0,0
2017-05-01,2348.310059,2402.800049,2335.629883,2391.790039,2391.790039,7483800,0.018919032,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.023203916,0,0,0,-0.005399703,0,0,0
2017-06-01,2397.659912,2453.169922,2372.830078,2402.709961,2402.709961,6225600,0.004565586,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.023151745,0,0,0,-0.010355862,0,0,0
2017-07-01,2397.120117,2434.469971,2310.199951,2363.189941,2363.189941,5724100,-0.016448103,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.015581136,0,0,0,-0.036260246,0,0,0
2017-08-01,2367.449951,2429.120117,2314.310059,2394.469971,2394.469971,5594200,0.013236359,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.026049195,0,0,0,-0.022446047,0,0,0
2017-09-01,2425.629883,2528.320068,2421.100098,2523.429932,2523.429932,5051400,0.053857414,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.042335472,1,0,0,-0.001867468,0,0,0
2017-10-01,2535.969971,2561.629883,2474.280029,2476.370117,2476.370117,7083100,-0.018649147,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.010118382,0,0,0,-0.024325975,0,0,0
2017-11-01,2488.919922,2514.610107,2411.47998,2467.48999,2467.48999,5966800,-0.003585945,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.010321821,0,0,0,-0.031113874,0,0,0
2017-12-01,2474.860107,2607.100098,2465.939941,2566.459961,2566.459961,8253400,0.040109573,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.05343332,1,0,0,-0.003604311,0,0,0
2018-01-01,2578.909912,2583.73999,2346.72998,2427.360107,2427.360107,7281100,-0.054199113,-1,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,0,0.001872915,0,0,0,-0.090030261,1,1,0
2018-02-01,2406.570068,2508.709961,2374.800049,2445.850098,2445.850098,8078900,0.007617325,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.042442102,1,0,0,-0.013201369,0,0,0
2018-03-01,2454.719971,2515.379883,2405.909912,2515.379883,2515.379883,10439800,0.028427656,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.024711541,0,0,0,-0.019884166,0,0,0
2018-04-01,2515.75,2516.570068,2399.580078,2423.01001,2423.01001,12820500,-0.036722037,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.000325974,0,0,0,-0.046177053,1,0,0
2018-05-01,2419.629883,2479.560059,2296.389893,2326.129883,2326.129883,9450900,-0.039983379,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.024768324,0,0,0,-0.050933406,1,0,0
2018-06-01,2322.22998,2327.590088,2243.899902,2295.26001,2295.26001,7509300,-0.013270915,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.002308173,0,0,0,-0.033730543,0,0,0
2018-07-01,2301.169922,2322.879883,2218.090088,2322.879883,2322.879883,6204500,0.01203344,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.009434315,0,0,0,-0.036103303,0,0,0
2018-08-01,2317.929932,2356.620117,2264.899902,2343.070068,2343.070068,5433100,0.008691876,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.016691697,0,0,0,-0.022878185,0,0,0
2018-09-01,2349.639893,2352.110107,1985.949951,2029.689941,2029.689941,7022100,-0.133747655,-1,0,1,0,-1,0,1,0,-1,0,1,0,-1,0,1,0,0.001051316,0,0,0,-0.154785396,1,1,1
2018-10-01,2035.109985,2136.73999,2023.430054,2096.860107,2096.860107,6978800,0.033093806,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.049938335,1,0,0,-0.005739214,0,0,0
2018-11-01,2127.780029,2136.639893,2014.280029,2041.040039,2041.040039,7631800,-0.026620788,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.0041639,0,0,0,-0.05334198,1,0,0
2018-12-01,2050.550049,2222.879883,1984.530029,2204.850098,2204.850098,9455200,0.080258131,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0.084040784,1,1,0,-0.032196249,0,0,0
2019-01-01,2211.929932,2241.76001,2167.360107,2195.439941,2195.439941,6882500,-0.004267935,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.013485996,0,0,0,-0.020149745,0,0,0
2019-02-01,2210.969971,2216.02002,2120.929932,2140.669922,2140.669922,6458000,-0.024947173,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.002284088,0,0,0,-0.040724225,1,0,0
2019-03-01,2153.310059,2252.050049,2153.310059,2203.590088,2203.590088,9164500,0.029392745,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.04585498,1,0,0,0,0,0,0
2019-04-01,2192.939941,2217.030029,2016.25,2041.73999,2041.73999,11243200,-0.073448369,-1,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,0,0.010985293,0,0,0,-0.080572175,1,1,0
2019-05-01,2031.030029,2141.27002,2029.170044,2130.620117,2130.620117,11256800,0.04353156,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.054277874,1,0,0,-0.000915784,0,0,0
